233,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres"
234,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres"
235,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres"
236,Summer,Canoeing,"Canoeing Men's Kayak Singles, 500 metres"
237,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres"
238,Summer,Shooting,"Shooting Men's Running Target, 50 metres"
239,Summer,Judo,Judo Women's Half-Heavyweight
240,Summer,Athletics,Athletics Women's Pole Vault
241,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
242,Summer,Table Tennis,Table Tennis Men's Team
243,Winter,Figure Skating,Figure Skating Mixed Pairs
244,Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials
245,Summer,Rowing,Rowing Women's Coxed Eights
246,Summer,Athletics,Athletics Women's 4 x 400 metres Relay
247,Winter,Alpine Skiing,Alpine Skiing Women's Giant Slalom
248,Winter,Alpine Skiing,Alpine Skiing Women's Super G
249,Winter,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres
250,Winter,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres
251,Winter,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres
252,Summer,Cycling,"Cycling Men's 1,000 metres Time Trial"
253,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres"
254,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle"
255,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman"
256,Summer,Rowing,Rowing Women's Lightweight Double Sculls
257,Summer,Athletics,Athletics Women's 800 metres
258,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls
259,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit
260,Winter,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay
261,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual
262,Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom"
263,Summer,Archery,Archery Men's Individual
264,Summer,Archery,Archery Men's Team
265,Winter,Speed Skating,"Speed Skating Women's 1,500 metres"
266,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps)
267,Winter,Cross Country Skiing,Cross Country Skiing Men's Sprint
268,Summer,Athletics,Athletics Women's 400 metres
269,Winter,Figure Skating,Figure Skating Women's Singles
270,Winter,Speed Skating,"Speed Skating Men's 1,000 metres"
271,Summer,Trampolining,Trampolining Men's Individual
272,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball
273,Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country"
274,Summer,Athletics,"Athletics Men's Javelin Throw, Both Hands"
275,Summer,Triathlon,Triathlon Women's Olympic Distance
276,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus
277,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country"
278,Summer,Athletics,Athletics Women's 400 metres Hurdles
279,Summer,Diving,Diving Men's Springboard
280,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman"
281,Summer,Table Tennis,Table Tennis Men's Singles
282,Summer,Art Competitions,Art Competitions Mixed Painting
283,Winter,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay
284,Summer,Judo,Judo Men's Open Class
285,Summer,Rowing,Rowing Women's Quadruple Sculls
286,Summer,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
287,Winter,Nordic Combined,Nordic Combined Men's Sprint
288,Summer,Athletics,Athletics Women's Pentathlon
289,Summer,Art Competitions,"Art Competitions Mixed Painting, Unknown Event"
290,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
291,Summer,Weightlifting,Weightlifting Women's Middleweight
292,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle"
293,Summer,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle"
294,Summer,Swimming,Swimming Women's 100 metres Freestyle
295,Summer,Equestrianism,"Equestrianism Men's Jumping, Individual"
296,Summer,Equestrianism,"Equestrianism Men's Jumping, Team"
297,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Individual"
298,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team"
299,Winter,Alpine Skiing,Alpine Skiing Women's Combined
300,Summer,Athletics,Athletics Women's High Jump
301,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
302,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
303,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey
304,Summer,Sailing,Sailing Men's One Person Dinghy
305,Summer,Trampolining,Trampolining Women's Individual
306,Winter,Curling,Curling Men's Curling
307,Summer,Art Competitions,Art Competitions Mixed Literature
308,Summer,Judo,Judo Men's Middleweight
309,Winter,Biathlon,Biathlon Women's 15 kilometres
310,Winter,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay
311,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay
312,Summer,Judo,Judo Men's Half-Lightweight
313,Summer,Fencing,"Fencing Women's Foil, Team"
314,Summer,Swimming,Swimming Women's 200 metres Butterfly
315,Summer,Swimming,Swimming Women's 400 metres Individual Medley
316,Summer,Golf,Golf Men's Individual
317,Summer,Athletics,Athletics Men's Standing High Jump
318,Summer,Athletics,Athletics Men's Standing Long Jump
319,Summer,Athletics,Athletics Men's 20 kilometres Walk
320,Summer,Swimming,Swimming Men's 220 yard Freestyle
321,Summer,Swimming,Swimming Men's 880 yard Freestyle
322,Summer,Swimming,Swimming Men's One Mile Freestyle
323,Summer,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay
324,Summer,Swimming,Swimming Men's Plunge For Distance
325,Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres"
326,Summer,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres"
327,Summer,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres"
328,Summer,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team"
329,Summer,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres"
330,Summer,Judo,Judo Men's Half-Heavyweight
331,Summer,Archery,Archery Women's Team
332,Summer,Athletics,Athletics Men's 50 kilometres Walk
333,Summer,Rowing,Rowing Women's Double Sculls
334,Summer,Sailing,Sailing Mixed 6 metres
335,Summer,Boxing,Boxing Men's Light-Heavyweight
336,Summer,Boxing,Boxing Women's Flyweight
337,Summer,Athletics,Athletics Women's 100 metres Hurdles
338,Summer,Athletics,"Athletics Men's Discus Throw, Greek Style"
339,Winter,Curling,Curling Women's Curling
340,Summer,Sailing,Sailing Mixed One Person Dinghy
341,Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle"
342,Summer,Badminton,Badminton Mixed Doubles
343,Summer,Fencing,"Fencing Women's Foil, Individual"
344,Summer,Sailing,Sailing Mixed Two Person Keelboat
345,Summer,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team"
346,Summer,Table Tennis,Table Tennis Men's Doubles
347,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle"
348,Summer,Wrestling,"Wrestling Women's Featherweight, Freestyle"
349,Summer,Swimming,Swimming Women's 200 metres Freestyle
350,Summer,Swimming,Swimming Women's 400 metres Freestyle
351,Summer,Swimming,Swimming Women's 200 metres Individual Medley
352,Summer,Sailing,Sailing Men's Windsurfer
353,Winter,Freestyle Skiing,Freestyle Skiing Men's Slopestyle
354,Summer,Shooting,"Shooting Men's Running Target, Single Shot"
355,Summer,Shooting,"Shooting Men's Running Target, Double Shot"
356,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens
357,Summer,Wrestling,"Wrestling Women's Lightweight, Freestyle"
358,Summer,Modern Pentathlon,Modern Pentathlon Women's Individual
359,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom"
360,Summer,Judo,Judo Women's Half-Lightweight
361,Summer,Diving,Diving Women's Plain High
362,Summer,Equestrianism,"Equestrianism Men's Dressage, Individual"
363,Summer,Equestrianism,"Equestrianism Men's Dressage, Team"
364,Summer,Tennis,"Tennis Women's Singles, Covered Courts"
365,Summer,Diving,Diving Men's Plain High
366,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres"
367,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres"
368,Summer,Swimming,Swimming Women's 800 metres Freestyle
369,Summer,Sailing,Sailing Women's Two Person Dinghy
370,Winter,Alpine Skiing,Alpine Skiing Women's Downhill
371,Summer,Shooting,"Shooting Men's Free Pistol, 50 metres, Team"
372,Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
